id,context,question,canquestion,answer,goldstandard1,label_4class,scenario_idx,label_6class,explanation
21318,X wants to know what sorts of books Y likes to read.,Do you like to read paper magazines?,I like to read paper magazines .,When there are also great photos.,"Yes, subject to some conditions",1,2,2,"The answer literally states a condition under which Y likes paper magazines, specifically when they contain great photos. This implies that Y's preference for paper magazines is not absolute but contingent on the presence of appealing visual content. Pragmatically, this suggests a qualified yes, indicating conditional approval rather than a straightforward affirmation or negation."
21475,X wants to know what activities Y likes to do during weekends.,Are you interested in going to the movies?,I am interested in going to the movies .,What's playing?,"Yes, subject to some conditions",1,1,2,"The literal content shows Y is asking for more information about the movie options, indicating some level of engagement with the idea. Pragmatically, this suggests Y is open or somewhat interested but not fully committed without knowing the specifics. This implies a conditional or tentative positive stance rather than a clear yes or no."
34128,X wants to know what sorts of books Y likes to read.,Did you want to borrow my copy of Shakespeare's Titus Andronicus?,I did want to borrow my copy of Shakespeare 's Titus Andronicus .,Depends what the condition of the copy is.,"Yes, subject to some conditions",1,2,2,"The answer literally states that the willingness to borrow the book hinges on the book's condition, introducing a conditional factor rather than a straightforward acceptance or refusal. Pragmatically, this suggests that Y is not outright rejecting the offer but is cautious and requires more information before committing. Therefore, the response implies a conditional yes, contingent on the book being in acceptable condition."
18503,Y has just travelled from a different city to meet X.,Do you like going to sports events?,I like going to sports events .,When it's college sports.,"Yes, subject to some conditions",1,6,2,"The answer specifies a condition under which the speaker likes going to sports events, indicating a preference limited to college sports. Literally, it does not affirm liking all sports events, but rather only a subset. Pragmatically, this implies a qualified yes, contingent on the type of sports event."
3502,Y has just travelled from a different city to meet X.,Do you go out on the weekends?,I go out on the weekends .,Only when I'm not busy at home.,"Yes, subject to some conditions",1,6,2,"The literal content indicates that the speaker does go out on weekends, but not consistently—it depends on their schedule at home. Pragmatically, this suggests that going out is conditional rather than a straightforward yes or no. The answer implies a qualified yes, contingent on availability."
19760,X wants to know what activities Y likes to do during weekends.,Do you enjoy spending time with family on the weekend?,I enjoy spending time with family on the weekend .,When they're in town.,"Yes, subject to some conditions",1,1,2,"The literal content indicates that Y enjoys spending time with family only when the family members are physically present in town. Pragmatically, this suggests that Y's enjoyment is conditional on the family's availability, implying that if the family is not in town, Y does not engage in or enjoy this activity. Therefore, the answer conveys a qualified or conditional affirmation rather than a straightforward yes or no."
10769,X wants to know what sorts of books Y likes to read.,Are mysteries something you are interested in?,Mysteries am something I am interested in .,If they are highly recommended!,"Yes, subject to some conditions",1,2,2,"The literal content indicates that Y's interest in mysteries depends on their quality or recommendation status. Pragmatically, Y is not committing to a straightforward yes or no but sets a condition for interest, implying that only well-regarded mysteries would attract their attention. This suggests a conditional or qualified yes rather than an outright affirmation or rejection."
29654,X wants to know what sorts of books Y likes to read.,Do you like to read romances?,I like to read romances .,If I had time.,"Yes, subject to some conditions",1,2,2,"The literal content indicates that Y does not directly confirm liking romances but introduces a condition related to time availability. Pragmatically, Y implies that they would like to read romances if they had the opportunity, suggesting a positive attitude toward the genre constrained by a lack of time. This response implies a conditional yes rather than a straightforward yes or no."
14441,Y has just told X that he/she is considering switching his/her job.,Would you drive 30 minutes to work?,I would drive 30 minutes to work .,if I had to I would,"Yes, subject to some conditions",1,9,2,"The literal content indicates a conditional willingness to drive 30 minutes, contingent on necessity. Pragmatically, this suggests the speaker does not currently prefer or plan to drive that distance but is open to it if circumstances require. This implies a qualified yes, dependent on the situation rather than an outright affirmation."
178,X wants to know about Y's food preferences.,Are you a fan of foreign food?,I am a fan of foreign food .,It depends on where it's from.,"Yes, subject to some conditions",1,0,2,"The literal content indicates that Y's preference for foreign food is not absolute but varies by origin. Pragmatically, this suggests Y does not give a straightforward yes or no, instead implying a conditional attitude toward foreign food. Therefore, the answer conveys uncertainty or a qualified yes, contingent on specific factors."
17447,X wants to know what sorts of books Y likes to read.,Do you like novels?,I like novels .,I only read mysteries.,"Yes, subject to some conditions",1,2,2,"The literal content specifies a preference for mysteries exclusively, which are a subset of novels. Pragmatically, by emphasizing exclusivity (""only""), the speaker implies they do not like other types of novels beyond mysteries. This suggests a qualified yes—Y likes novels, but specifically mysteries, excluding other genres."
31135,Y has just travelled from a different city to meet X.,Do you like to go shopping?,I like to go shopping .,Online only,"Yes, subject to some conditions",1,6,2,"The answer ""Online only"" literally indicates a preference for shopping exclusively through online platforms rather than in physical stores. Pragmatically, this suggests that the person does like shopping, but with the specific condition that it is done online. Therefore, the response implies a qualified ""yes,"" contingent on the mode of shopping being online."
14823,Y has just told X that he/she is thinking of buying a flat in New York.,Would you be OK with a studio unit?,I would be OK with a studio unit .,Depending on square footage.,"Yes, subject to some conditions",1,8,2,"The answer ""Depending on square footage"" literally indicates that the speaker's approval is conditional on the size of the studio unit. Pragmatically, this suggests the speaker is not giving a straightforward yes or no, but rather expressing uncertainty or conditional acceptance based on a specific factor. Therefore, the response implies that the answer is neither a clear yes nor no, but contingent on further information."
31746,Y has just moved into a neighbourhood and meets his/her new neighbour X.,Do you sleep in late?,I sleep in late .,Only on weekends.,"Yes, subject to some conditions",1,3,2,"The literal content indicates that the person does sleep in late, but this behavior is limited to weekends. Pragmatically, this suggests that the answerer does not sleep in late regularly or on weekdays, implying a conditional or partial affirmation rather than a straightforward yes. The response conveys that sleeping in late is not a general habit but occurs under specific circumstances."
14512,X wants to know what activities Y likes to do during weekends.,Do you like to BBQ?,I like to BBQ .,When it's sunny,"Yes, subject to some conditions",1,1,2,"The literal content indicates that Y's enjoyment of BBQ depends on the weather being sunny. Pragmatically, this suggests that Y does like BBQ, but only under certain conditions. Therefore, the answer implies a conditional yes rather than an outright yes or no."
10537,Y has just moved into a neighbourhood and meets his/her new neighbour X.,Do you like to attend neighborhood events like house or block parties?,I like to attend neighborhood events like house or block parties .,When I know the other guests.,"Yes, subject to some conditions",1,3,2,"The literal content indicates that the speaker's attendance at neighborhood events depends on whether they know the other guests. Pragmatically, this suggests a conditional preference rather than an outright affirmation or rejection. Therefore, the answer implies that the speaker may like attending such events, but only under the condition of familiarity with attendees."
24921,X wants to know what activities Y likes to do during weekends.,Do you like going to movies?,I like going to movies .,When it's a blockbuster film.,"Yes, subject to some conditions",1,1,2,"The literal content indicates that Y's enjoyment of movies depends on the type of film, specifically blockbusters. Pragmatically, Y implies that they do not generally like going to movies, but make an exception for certain popular films. This suggests a conditional positive response rather than a straightforward yes or no."
17185,X wants to know what activities Y likes to do during weekends.,Is karaoke something you enjoy?,Karaoke is something I enjoy .,Only when I've been drinking.,"Yes, subject to some conditions",1,1,2,"The literal content indicates that Y enjoys karaoke, but this enjoyment is conditional on having been drinking. Pragmatically, Y implies that their liking for karaoke is not unconditional or consistent, but depends on a specific state or context. This suggests a qualified or conditional yes rather than a straightforward affirmation."
20964,X wants to know about Y's food preferences.,Would you like to go to a restaurant?,I would like to go to a restaurant .,It depends on what type of food they serve.,"Yes, subject to some conditions",1,0,2,"The literal content indicates that the willingness to go to a restaurant is contingent on the cuisine offered. Pragmatically, this suggests that the answerer is not committing to a straightforward yes or no, but rather expressing a conditional preference. Therefore, the response implies uncertainty or a conditional agreement rather than a definitive acceptance or refusal."
23991,Y has just moved into a neighbourhood and meets his/her new neighbour X.,Do you go by your first name?,I go by my first name .,Only with very close friends.,"Yes, subject to some conditions",1,3,2,"The literal content indicates that X uses their first name selectively, not universally. Pragmatically, this suggests that X does not generally go by their first name with everyone, only in intimate or trusted relationships. Therefore, the answer implies a conditional ""yes""—X goes by their first name, but only in specific social contexts."
20334,Y has just travelled from a different city to meet X.,Do you want to have a BBQ this evening?,I want to have a BBQ this evening .,If we can BBQ steak.,"Yes, subject to some conditions",1,6,2,"The answer restricts the activity to a specific condition—BBQing steak—rather than agreeing to a BBQ in general. Literally, it does not confirm a desire for a BBQ unless the steak option is available. Pragmatically, this implies a conditional acceptance, suggesting willingness only if the preferred food is included."
22218,Y has just travelled from a different city to meet X.,Do you want to go out to dinner?,I want to go out to dinner .,I would love a steak.,"Yes, subject to some conditions",1,6,2,"The literal content expresses a desire for a specific type of food, indicating a positive attitude toward eating out. Given the context of being asked about going out to dinner, this suggests agreement with the proposal, as the speaker is specifying a preferred meal rather than declining. Therefore, the answer pragmatically implies a conditional yes, contingent on the option involving steak."
2745,X wants to know about Y's music preferences.,Do you like going to gigs?,I like going to gigs .,Only when the tickets aren't expensive.,"Yes, subject to some conditions",1,5,2,"The literal content indicates that Y's enjoyment of gigs depends on ticket price, suggesting a conditional preference. Pragmatically, Y implies that they do like going to gigs, but cost is a limiting factor. This response conveys a qualified yes rather than a straightforward affirmation or negation."
7899,X wants to know what sorts of books Y likes to read.,Do you like books about astrology?,I like books about astrology .,Depends on the book.,"Yes, subject to some conditions",1,2,2,"The literal content indicates that Y's preference for astrology books is not absolute but varies with the specific book. Pragmatically, this suggests Y does not give a straightforward yes or no, implying conditional acceptance rather than a definitive stance. Therefore, the answer conveys uncertainty or a qualified yes contingent on the book's qualities."
9400,X and Y are colleagues who are leaving work on a Friday at the same time.,Would you like to have some drinks?,I would like to have drinks .,Only at the bar around the corner.,"Yes, subject to some conditions",1,4,2,"The literal content specifies a preference for the location of the drinks, rather than directly accepting or declining the invitation. Pragmatically, this suggests willingness to have drinks, but with a condition on where to go. Therefore, the answer implies a qualified yes, contingent on the venue being the bar around the corner."
16738,X wants to know what sorts of books Y likes to read.,Do you like short stories?,I like short stories .,If I only have a little bit of time to read.,"Yes, subject to some conditions",1,2,2,"The answer literally states a condition under which Y reads short stories, implying that short stories are preferred or suitable when time is limited. Pragmatically, this suggests that Y does like short stories, but specifically in contexts where reading time is brief. Therefore, the response implies a conditional yes rather than a straightforward yes or no."
3834,X wants to know about Y's food preferences.,Do you like burritos,I do I like burritos .,When they are well made.,"Yes, subject to some conditions",1,0,2,"The answer literally states a condition under which burritos are liked, implying that the preference is not absolute. Pragmatically, this suggests that Y's liking for burritos depends on their quality, indicating a qualified or conditional positive stance rather than a straightforward yes or no. Therefore, the response conveys a conditional affirmation rather than an unqualified agreement or rejection."
24289,Y has just told X that he/she is thinking of buying a flat in New York.,Are you planning to move there permanently?,I am planning to move there permanently .,That depends on the work.,"Yes, subject to some conditions",1,8,2,"The literal content indicates that the decision to move permanently is contingent on work-related factors. Pragmatically, this suggests that the speaker has not yet committed to a definite plan and that their intention to move hinges on future circumstances. Therefore, the answer implies uncertainty or a conditional yes, rather than a straightforward yes or no."
9442,X wants to know what sorts of books Y likes to read.,Do you like drama?,I like drama .,When it has a happy ending.,"Yes, subject to some conditions",1,2,2,"The answer literally states a condition on liking drama: only if it has a happy ending. Pragmatically, this implies that Y does not unconditionally like drama, but has a preference for a specific type of drama. Therefore, the response suggests a qualified or conditional yes rather than a straightforward affirmation or negation."
32069,X wants to know what sorts of books Y likes to read.,Are you into novels with a complicated plot?,I am into novels with a complicated plot .,As long as the writing is good.,"Yes, subject to some conditions",1,2,2,"The answer literally states a condition on the quality of writing rather than directly addressing the plot complexity. Pragmatically, this suggests that Y's interest in novels with complicated plots depends on whether the writing meets their standards. Therefore, the response implies a conditional yes, contingent on good writing."
11661,X wants to know what activities Y likes to do during weekends.,Are you a fan of bars?,I am a fan of bars .,If it's not too noisy,"Yes, subject to some conditions",1,1,2,"The literal content indicates that Y's enjoyment of bars depends on the noise level. Pragmatically, Y implies a conditional preference rather than an outright yes or no, suggesting they like bars only under certain circumstances. This points to a qualified or conditional agreement rather than a simple affirmation or negation."
4368,X wants to know what sorts of books Y likes to read.,Do you enjoy books in series?,I enjoy books in series .,Only if they are about a subject I'm interested in.,"Yes, subject to some conditions",1,2,2,"The literal content restricts enjoyment of series books to those on topics of interest, indicating a conditional preference. Pragmatically, this suggests Y does not unconditionally enjoy series books, but is selective based on subject matter. Therefore, the answer implies a qualified yes, contingent on the book's subject."
32884,X wants to know what sorts of books Y likes to read.,Do you like books based on true events?,I like books based on true events .,If I am in the right mood.,"Yes, subject to some conditions",1,2,2,"The literal content indicates that Y's preference for books based on true events depends on their mood. Pragmatically, this suggests that Y does sometimes like such books, but not consistently or unconditionally. Therefore, the answer implies a conditional yes, contingent on Y's current mood."
28756,X wants to know about Y's music preferences.,Can we buy a rock CD to listen to together?,We can buy a rock CD to listen to .,Only if you know where to get a CD player.,"Yes, subject to some conditions",1,5,2,"The answer literally states a condition related to the availability of a CD player, not directly addressing the preference for rock music. Pragmatically, it implies that buying a rock CD is contingent on having the means to play it, suggesting a potential obstacle. This indicates a conditional acceptance rather than a straightforward yes or no."
19755,X and Y are childhood neighbours who unexpectedly run into each other at a cafe.,Do you still enjoy scary movies?,I enjoy scary movies .,Only if it's a good one.,"Yes, subject to some conditions",1,7,2,"The literal content indicates that the speaker enjoys scary movies selectively, not all of them. Pragmatically, this suggests that their enjoyment depends on the quality of the movie rather than a blanket preference. Therefore, the answer implies a conditional yes, contingent on the movie being good."
9735,X and Y are colleagues who are leaving work on a Friday at the same time.,Would you like to have some drinks?,I would like to have drinks .,How about tomorrow?,"Yes, subject to some conditions",1,4,2,"The literal content suggests a proposal to shift the timing of the activity rather than rejecting it outright. Pragmatically, this implies the speaker is interested in having drinks but prefers to do so on a different day, indicating a positive attitude toward the invitation with a condition on timing. Therefore, the answer implies a qualified yes rather than a straightforward yes or no."
18409,X and Y are colleagues who are leaving work on a Friday at the same time.,Would you like to go to the movies tonight?,I would like to go to the movies tonight .,"If we can see the lastest comedy, that would be cool.","Yes, subject to some conditions",1,4,2,"The answer conditionally expresses interest, specifying a preference for a particular movie genre. Literally, it does not directly accept or reject the invitation but sets a criterion for participation. Pragmatically, this implies a tentative yes, contingent on the availability of the desired movie."
25224,X and Y are colleagues who are leaving work on a Friday at the same time.,Hey are you seeing that new movie this weekend?,Hey am am I seeing that new movie this weekend .,If I have time,"Yes, subject to some conditions",1,4,2,"The literal content indicates that the speaker's attendance depends on their availability rather than a definite plan. Pragmatically, this suggests uncertainty or a conditional intention rather than a firm yes or no. The answer implies that seeing the movie is possible but not guaranteed."
8615,X wants to know what sorts of books Y likes to read.,Do you enjoy reading science fiction?,I enjoy reading science fiction .,When it's set in the distant future.,"Yes, subject to some conditions",1,2,2,"The answer specifies a particular condition under which Y enjoys science fiction, indicating that Y does not enjoy all science fiction indiscriminately. Pragmatically, this suggests a qualified yes—Y enjoys science fiction only if it meets the criterion of being set in the distant future. The response implies partial agreement rather than a straightforward yes or no."
14869,X wants to know what sorts of books Y likes to read.,Do you like non fiction?,I like non fiction .,Depends on what it's about.,"Yes, subject to some conditions",1,2,2,"The literal content indicates that Y's preference for non-fiction books is not absolute but varies according to the subject matter. Pragmatically, this suggests that Y does not have a straightforward yes or no stance on non-fiction in general, but rather a conditional interest. Therefore, the answer implies uncertainty or a qualified yes, contingent on the topic."
11717,X wants to know about Y's music preferences.,Is the radio something you enjoy?,The radio is something I enjoy .,Only when a DJ I like is on.,"Yes, subject to some conditions",1,5,2,"The answer literally states enjoyment of the radio is conditional on the presence of a favored DJ, rather than a blanket enjoyment. Pragmatically, this implies that Y does not always enjoy the radio, but selectively does so under certain conditions. Therefore, the response suggests a qualified or conditional ""yes,"" rather than an absolute affirmation or negation."
15580,Y has just moved into a neighbourhood and meets his/her new neighbour X.,Do you watch sports?,I watch sports .,Only the Super Bowl.,"Yes, subject to some conditions",1,3,2,"The answer literally states that the speaker watches only one specific sports event, the Super Bowl. Pragmatically, this implies that the speaker does not regularly watch sports in general, but makes an exception for this major event. Therefore, the response suggests a qualified or conditional ""yes,"" indicating limited interest rather than a straightforward affirmative."
2371,X wants to know about Y's music preferences.,Do you like pop?,I like pop .,If it isn't too cheesy.,"Yes, subject to some conditions",1,5,2,"The answer literally sets a condition on liking pop music, suggesting that the speaker's preference depends on the style or quality of the pop music. Pragmatically, this implies that the speaker does like some pop music, but not all of it, indicating a qualified or conditional positive stance rather than a straightforward yes or no. The response conveys nuance and partial acceptance rather than full endorsement or rejection."
2099,X wants to know about Y's food preferences.,Do you like spicy/hot food?,I like spicy/hot food .,if it's not too crazy hot.,"Yes, subject to some conditions",1,0,2,"The answer literally sets a condition on the degree of spiciness Y finds acceptable, indicating a preference for moderate heat rather than extreme spiciness. Pragmatically, this suggests Y does like spicy food to some extent but has limits, implying a qualified or conditional yes rather than an outright yes or no. The response conveys acceptance with reservations rather than full endorsement or rejection."
11683,Y has just travelled from a different city to meet X.,Do you like to go shopping?,I like to go shopping .,When there are some good sales.,"Yes, subject to some conditions",1,6,2,"The literal content indicates that the speaker enjoys shopping only under certain conditions, specifically when there are good sales. Pragmatically, this suggests a qualified preference rather than an outright yes or no, implying that the speaker's liking for shopping depends on the presence of favorable circumstances. Therefore, the answer conveys a conditional or partial affirmation rather than a straightforward positive or negative response."
8621,Y has just travelled from a different city to meet X.,Shall I book a table at my favourite restaurant tomorrow night?,You shall book a table at my favourite restaurant tomorrow night .,Only if they serve gluten free.,"Yes, subject to some conditions",1,6,2,"The literal content sets a condition for booking the table: it depends on whether the restaurant offers gluten-free options. Pragmatically, this implies the answerer is open to the plan but has a dietary requirement that must be met. Therefore, the response indicates a conditional yes, contingent on the restaurant's menu accommodating gluten-free needs."
27070,X wants to know what activities Y likes to do during weekends.,Want to go for a bike ride tomorrow?,Tomorrow tomorrow .,"As long as it doesn't rain, that would be fine.","Yes, subject to some conditions",1,1,2,"The answer literally states a condition under which the activity would be acceptable, indicating that the speaker is open to the idea but contingent on the weather. Pragmatically, this suggests a willingness to go for a bike ride, provided the condition (no rain) is met. Therefore, the response implies a conditional yes rather than an outright yes or no."
26789,Y has just moved into a neighbourhood and meets his/her new neighbour X.,Would you ever move to a different state?,I would move to a different state .,Depends on the state.,"Yes, subject to some conditions",1,3,2,"The literal content indicates that the willingness to move varies based on which state is being considered. Pragmatically, this suggests that the answerer does not give a straightforward yes or no, but rather conditions their decision on specific factors. This implies uncertainty or conditional openness rather than a definitive yes or no."
12632,Y has just travelled from a different city to meet X.,Do you want to go do something together?,I want to go do something together .,I need to take a nap first.,"Yes, subject to some conditions",1,6,2,"The literal content indicates that the speaker currently needs rest before engaging in any activity. Pragmatically, this suggests a temporary inability or unwillingness to go do something immediately, but it does not reject the idea outright. Therefore, the answer implies a conditional yes, contingent on the speaker having taken a nap first."
1442,X wants to know what activities Y likes to do during weekends.,Are you into outdoor art?,I am into outdoor art .,If it makes me think.,"Yes, subject to some conditions",1,1,2,"The answer literally states a condition for interest: Y is into outdoor art only if it stimulates thinking. Pragmatically, this suggests Y's engagement depends on the intellectual aspect rather than the activity itself. This implies a conditional yes, where Y's interest is not unconditional but tied to a specific criterion."
4279,X wants to know about Y's food preferences.,Are you a fan of international cuisine?,I am a fan of international cuisine .,I'll eat anything that tastes good.,"Yes, subject to some conditions",1,0,2,"The literal content indicates a willingness to eat a wide variety of foods without specifying any particular preference. Pragmatically, this suggests openness rather than a clear endorsement or rejection of international cuisine specifically. Therefore, the answer implies a conditional or uncertain stance rather than a straightforward yes or no."
31721,X wants to know what sorts of books Y likes to read.,Do you like series of books?,I like series of books .,When it has relatable characters.,"Yes, subject to some conditions",1,2,2,"The answer does not directly confirm or deny liking series of books but specifies a condition under which Y enjoys them—when the series has relatable characters. Pragmatically, this implies that Y's preference for series is conditional rather than absolute, suggesting a qualified yes dependent on character relatability."
18483,X wants to know what sorts of books Y likes to read.,Do you happen to enjoy war history or global history?,I happen to enjoy war history or global history .,Depends on my mood.,"Yes, subject to some conditions",1,2,2,"The literal content indicates that Y's enjoyment of war or global history is not fixed but varies. Pragmatically, this suggests that Y does sometimes enjoy these topics, but not consistently or unconditionally. Therefore, the answer implies a conditional or uncertain stance rather than a straightforward yes or no."
18183,X wants to know about Y's food preferences.,Did you enjoy eating vegetables growing up as a kid?,I did enjoy eating vegetables growing up as a kid .,The only one I liked was carrots.,"Yes, subject to some conditions",1,0,2,"The answer literally states a preference for only one type of vegetable, carrots, implying limited enjoyment of vegetables overall. Pragmatically, this suggests that while the speaker did enjoy some vegetables, their enjoyment was not broad or enthusiastic. Therefore, the response implies a qualified or partial ""yes,"" indicating enjoyment was restricted rather than general."
3900,X and Y are colleagues who are leaving work on a Friday at the same time.,Will your family be visiting this weekend?,My family will be visiting this weekend .,If my nephew is over his illness.,"Yes, subject to some conditions",1,4,2,"The answer introduces a condition related to the nephew's health, implying that the family visit depends on whether the nephew recovers. Literally, it does not confirm a visit but suggests a possibility contingent on the nephew's illness status. Pragmatically, this indicates uncertainty rather than a definitive yes or no."
8481,X wants to know what activities Y likes to do during weekends.,Do you like bowling?,I like bowling .,When I'm in a non-competitive group.,"Yes, subject to some conditions",1,1,2,"The answer literally states a condition under which Y likes bowling, specifying enjoyment only in a non-competitive group setting. Pragmatically, this implies that Y's liking for bowling is conditional rather than absolute, suggesting that Y does not generally like bowling but does under certain social circumstances. Therefore, the response indicates a qualified or conditional yes rather than a straightforward affirmation or negation."
5005,Y has just travelled from a different city to meet X.,Want to go downtown?,I want to go downtown .,Only if we go right now.,"Yes, subject to some conditions",1,6,2,"The literal content indicates a willingness to go downtown, but with the specific condition that it must happen immediately. Pragmatically, this suggests that the speaker's agreement is contingent on timing, implying they do not want to delay. Therefore, the answer conveys a conditional yes rather than an outright yes or no."
17990,X wants to know about Y's food preferences.,Are you vegetarian?,I am vegetarian .,Only when it suits me,"Yes, subject to some conditions",1,0,2,"The literal content indicates that Y does not consistently follow a vegetarian diet but chooses to do so selectively. Pragmatically, this suggests that Y is not strictly vegetarian but may avoid meat under certain circumstances or preferences. Therefore, the answer implies a conditional or situational ""yes,"" rather than a straightforward affirmation or denial."
31812,Y has just told X that he/she is thinking of buying a flat in New York.,Does it have a good view?,It does have a good view .,When it's not foggy.,"Yes, subject to some conditions",1,8,2,"The literal content indicates that the view is good only under certain weather conditions, specifically when it is not foggy. Pragmatically, this suggests that the view is not consistently good, but can be good at times. Therefore, the answer implies a conditional yes, dependent on the weather."
11447,Y has just told X that he/she is thinking of buying a flat in New York.,Would you be interested in buying a loft?,I would be interested in buying a loft .,Only if it's not too expensive.,"Yes, subject to some conditions",1,8,2,"The answer literally sets a condition on the interest in buying a loft, indicating that interest depends on the price. Pragmatically, this suggests that the speaker is not outright rejecting the idea but is cautious and willing to consider it under certain financial constraints. Therefore, the response implies a conditional yes rather than a straightforward yes or no."
2183,X wants to know what activities Y likes to do during weekends.,Are you any good at water volleyball?,I am good at water volleyball .,If the water is shallow.,"Yes, subject to some conditions",1,1,2,"The answer literally states a condition about the water's depth, implying that Y's ability at water volleyball depends on whether the water is shallow. Pragmatically, this suggests Y may not be confident or skilled in typical water volleyball settings (usually deeper water), but might perform better or only play when the water is shallow. This implies a qualified or conditional yes rather than a straightforward affirmation or negation."
5514,X wants to know about Y's food preferences.,Do you eat raw fish?,I eat raw fish .,Only if it's professionally prepared.,"Yes, subject to some conditions",1,0,2,"The literal content indicates that Y does eat raw fish, but with a specific condition regarding its preparation. Pragmatically, this suggests that Y is cautious or selective about eating raw fish, implying a conditional acceptance rather than an outright yes or no. Therefore, the answer conveys a qualified yes, dependent on professional preparation."
30250,Y has just moved into a neighbourhood and meets his/her new neighbour X.,Are you comfortable with kids playing outside?,I am comfortable with kids playing outside .,That depends on where exactly they will be playing.,"Yes, subject to some conditions",1,3,2,"The answer literally states that comfort with kids playing outside is conditional on the specific location. Pragmatically, this suggests the respondent does not give a straightforward yes or no, but rather indicates that their comfort varies depending on circumstances. This implies uncertainty or a conditional stance rather than an absolute affirmation or rejection."
24425,X wants to know about Y's food preferences.,Do you like to eat at restaurants where they have a prix fix menus?,I like to eat at restaurants where they have a prix fix menus .,Only on special occasions.,"Yes, subject to some conditions",1,0,2,"The literal content indicates that Y does eat at restaurants with prix fixe menus, but not regularly—only in specific circumstances. Pragmatically, this suggests a conditional preference rather than a straightforward yes or no; Y is not generally fond of such restaurants but is willing to go under certain conditions. Therefore, the answer implies a qualified or conditional yes rather than an absolute affirmation or negation."
29936,Y has just travelled from a different city to meet X.,Do you enjoy flying?,I enjoy flying .,I enjoy it if I am in first class.,"Yes, subject to some conditions",1,6,2,"The literal content indicates that the speaker enjoys flying only under certain conditions, specifically when in first class. Pragmatically, this suggests that their enjoyment of flying is conditional and not absolute. Therefore, the answer implies a qualified yes, contingent on the comfort or status associated with first class."
13949,X wants to know about Y's food preferences.,Want to go to the new pizza place?,I want to go to the new pizza place .,Only if they have breadsticks.,"Yes, subject to some conditions",1,0,2,"The answer literally sets a condition for going to the pizza place, indicating that the speaker's willingness depends on the availability of breadsticks. Pragmatically, this suggests the speaker is not fully committed to going unless this preference is met, implying a conditional agreement rather than an outright yes or no. Therefore, the response conveys a tentative or conditional acceptance."
2225,Y has just travelled from a different city to meet X.,Do you want to go hiking?,I want to go hiking .,If we can go to the park first.,"Yes, subject to some conditions",1,6,2,"The answer does not directly accept or reject the proposal to go hiking but introduces a condition involving going to the park first. Literally, it suggests a preference or requirement that must be met before agreeing to hike. Pragmatically, this implies a conditional yes—willingness to go hiking contingent on the prior visit to the park."
31361,X wants to know about Y's food preferences.,Would you like to go eat Italian food?,I would like to go eat Italian food .,If I'm looking for a romantic dinner.,"Yes, subject to some conditions",1,0,2,"The answer conditionally links the preference for Italian food to the context of a romantic dinner, implying that Italian food is desirable only under that specific circumstance. Literally, it does not affirm or deny a general preference but restricts it to a particular situation. Pragmatically, this suggests a qualified yes, contingent on the occasion being romantic rather than a straightforward affirmation."
27550,X wants to know what activities Y likes to do during weekends.,Would you like to go camping this weekend at the park?,I would like to go camping this weekend at the park .,If we can rent an RV.,"Yes, subject to some conditions",1,1,2,"The literal content indicates a willingness to go camping only under the condition that an RV can be rented. Pragmatically, this suggests that Y's interest in camping is contingent on having certain accommodations, implying that without an RV, Y might not want to go. Therefore, the answer conveys a conditional acceptance rather than a straightforward yes or no."
32922,Y has just travelled from a different city to meet X.,Do you want to do stuff that is unique to my town?,I want to do stuff that is unique to my town .,If we can be outdoors.,"Yes, subject to some conditions",1,6,2,"The answer restricts the willingness to engage in unique activities to those that can be done outdoors, indicating a preference or condition rather than an outright acceptance or rejection. Literally, it does not confirm a general desire to do unique things, but implies openness contingent on the setting. Pragmatically, this suggests a conditional yes, dependent on the activities being outdoors."
9056,Y has just travelled from a different city to meet X.,Are you feeling up to going to the night club tomorrow?,I am feeling up to going to the night club tomorrow .,If I finish work in time,"Yes, subject to some conditions",1,6,2,"The literal content indicates that the speaker's attendance depends on whether they finish work early enough. Pragmatically, this suggests uncertainty or a conditional agreement rather than a straightforward yes or no. The speaker is open to going but cannot commit definitively without the outcome of their work schedule."
14305,Y has just told X that he/she is thinking of buying a flat in New York.,Are you moving to New York?,I am moving to New York .,If I find the right place.,"Yes, subject to some conditions",1,8,2,"The literal content indicates that the decision to move depends on finding a suitable flat, so the move is not certain yet. Pragmatically, this suggests that the speaker is considering moving but has not committed to it, implying a conditional or tentative stance. Therefore, the answer conveys uncertainty rather than a definitive yes or no."
11626,X wants to know what activities Y likes to do during weekends.,Do you like to play team sports?,I like to play team sports .,As long as it's for fun.,"Yes, subject to some conditions",1,1,2,"The literal content indicates that Y's enjoyment of team sports depends on the context being recreational rather than competitive or serious. Pragmatically, Y implies a conditional preference: they like team sports only if the activity is casual and enjoyable. This suggests a qualified yes, contingent on the nature of the activity."
14337,X wants to know what sorts of books Y likes to read.,Do you like reading biographies?,I like reading biographies .,Biographies are great if they are about an interesting person.,"Yes, subject to some conditions",1,2,2,"The answer states a positive evaluation of biographies, but with a condition that the subject must be interesting. Literally, it does not directly confirm or deny a general liking for biographies. Pragmatically, this suggests a qualified yes—Y likes biographies selectively, depending on the content rather than unconditionally."
